cleaned_complaint;category;category_label
sir ji borewell water locality become hard damaging utensils hope quick action side;Water Quality & Sanitation;8
farming bero many years crop insurance claim last season still paid farmers chatra kindly send agriculture officer inspect fields;Agriculture & Rural Development;0
residents barhi street want inform dustbin provided market area pakur people throw garbage road please help us soon possible;Waste Management;7
may concern cctv cameras installed near lakhanpur market working months please help us soon possible;Safety & Public Welfare;6
may concern culvert near devgarh collapsed villagers take long detour please help us soon possible;Infrastructure & Roads;4
sir ji old age home hazaribagh enough staff take care residents complaining long time;Safety & Public Welfare;6
government school building simdega leaking roof classes get disturbed rain kindly arrange missing textbooks exams;Education;2
dear officer plastic waste burnt openly near hazaribagh every evening hope quick action side;Waste Management;7
residents chaibasa village want inform borewell water locality become hard damaging utensils complaining long time;Water Quality & Sanitation;8
living jamshedpur many years clean drinking water supply khunti past 20 days requesting resolve soon;Water Quality & Sanitation;8
sir proper toilets girls school many students skip classes please look matter urgently;Education;2
resident bishnupur factory waste dumped river near dhanbad use drinking water needs fixed immediately;Water Quality & Sanitation;8
dear officer road connecting palamu main highway huge potholes dangerous hope quick action side;Infrastructure & Roads;4
child unwell mosquito breeding near stagnant water netarhat causing malaria cases rise;Public Health;5
sir computer lab school non functional long time affecting studies lot please help;Education;2
every day godda voltage fluctuation dumka damaged several household appliances recently complaining long time;Energy & Sustainability;3
stay near industrial area hazaribagh strong chemical smell coming industrial area near chaibasa every night please look matter urgently;Air & Environmental Pollution;1
hello hand pump village broken 35 days walk far fetch water kindly take necessary action;Water Quality & Sanitation;8
child unwell primary health centre latehar doctor available days kindly arrange medicines health camp area;Public Health;5
resident tamar want inform many people lakhanpur fallen sick diarrhea recent floods;Public Health;5
parent bishnupur police patrol night silli area residents feel unsafe requesting resolve soon;Safety & Public Welfare;6
every day chatra village still proper electricity connection even promised one hope quick action side;Energy & Sustainability;3
every day khunti electricity bill month unusually high even though usage increased affecting daily work lot;Energy & Sustainability;3
sir children falling sick drinking water supplied pathalgaon please look matter urgently;Water Quality & Sanitation;8
nearest school higher secondary far ramgarh many students drop please help us soon possible;Education;2
respected sir madam garbage collection point near deoghar cleared weeks smells bad please help us soon possible;Waste Management;7
run shop near hazaribagh market dustbin provided market area hazaribagh people throw garbage road needs fixed immediately;Waste Management;7
respected authority road connecting koderma main highway huge potholes dangerous kindly send someone check soon possible;Infrastructure & Roads;4
